Trade Name,Address,City,State,Zip,Occupation Code,Owner Name,Location 1
LAKE FOREST SPUR,5901 READ BLVD,NEW ORLEANS,LA,70127-2614,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"HINGEL PETROLEUM,LLC","5901 READ BLVD
NEW ORLEANS, LA 70127-2614
(30.03540838200007, -89.97479648699994)"
LAKE TERRACE CROSSING,1600 ROBERT E LEE BLVD,NEW ORLEANS,LA,70122,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"SALJER,LLC","1600 ROBERT E LEE BLVD
NEW ORLEANS, LA 70122
(30.02107284400006, -90.07506920299994)"
"LAKESHORE MARINE & FUEL, LLC",7840 LAKESHORE DR,NEW ORLEANS,LA,70124,1101 - CONVENIENCE STORES,"LAKESHORE MARINE & FUEL, LLC","7840 LAKESHORE DR
NEW ORLEANS, LA 70124
(30.02727578100007, -90.10970709499998)"
Lakeview Grocery,801 Harrison Ave,NEW ORLEANS,LA,70124,1106 - GROCERY (EXC CONVENIENCE) STORES,"Harrison Fresh Market, LLC","801 Harrison Ave
NEW ORLEANS, LA 70124
(30.004607889000056, -90.10526820499996)"
LAKEVIEW HARBOR,911 HARRISON AVE,NEW ORLEANS,LA,70124-3801,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TOMAK L L C,"911 HARRISON AVE
NEW ORLEANS, LA 70124-3801
(30.004445728000064, -90.10340238899994)"
LAKEWOOD GOLF CLUB,4801 GENERAL DE GAULLE DR,NEW ORLEANS,LA,70131,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LAKEWOOD RESTORATION PTNLTD,"4801 GENERAL DE GAULLE DR
NEW ORLEANS, LA 70131
(29.91517400600003, -90.00594455499999)"
LANDRY'S SEAFOOD HOUSE,8000 LAKESHORE DR,NEW ORLEANS,LA,70124-2438,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LANDRY'S SEAFOOD HOUSE - NEW ORLEANS, INC","8000 LAKESHORE DR
NEW ORLEANS, LA 70124-2438
(30.02749358400007, -90.10714211799996)"
LARRY & LARRY GROCERY,1340 ANNETTE ST,NEW ORLEANS,LA,70116-1425,1101 - CONVENIENCE STORES,"CANGELOSI JR, LAWRENCE","1340 ANNETTE ST
NEW ORLEANS, LA 70116-1425
(29.97009820100004, -90.06289188899996)"
LARRY FLYNTS HUSTLER CLUB,225 BOURBON ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),H D V NO.1 LLC,"225 BOURBON ST
NEW ORLEANS, LA 70130
(29.955149649000077, -90.06879272399999)"
LAST CALL,806 Conti St,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),Fais Deaux Deaux Inc,"806 Conti St
NEW ORLEANS, LA 70130
(29.95634711200006, -90.06788590899998)"
LATROBE'S ON ROYAL,707 CONTI ST,NEW ORLEANS,LA,70130-2220,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LATROBE'S ON ROYAL LLC,"707 CONTI ST
NEW ORLEANS, LA 70130-2220
(29.95577811700008, -90.06693659599995)"
LAWSON'S GROCERY & DELI,1625 NEWTON ST,NEW ORLEANS,LA,70114-2604,1101 - CONVENIENCE STORES,LAWSONS GROCERY & DELI  INC,"1625 NEWTON ST
NEW ORLEANS, LA 70114-2604
(29.945083315000034, -90.03999259199998)"
LE BON TEMP ROULE,4801 MAGAZINE ST,NEW ORLEANS,LA,70115,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"LBTR, LLC","4801 MAGAZINE ST
NEW ORLEANS, LA 70115
(29.920457901000077, -90.10623266499994)"
LE CITRON BISTRO,1539 RELIGIOUS ST,NEW ORLEANS,LA,70130-4523,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LE CITRON BISTRO, LLC","1539 RELIGIOUS ST
NEW ORLEANS, LA 70130-4523
(29.93221924100004, -90.06685112899999)"
LE CROISSANT CAFE,8100 ST CHARLES AVE,NEW ORLEANS,LA,70118-1046,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),DAB INTERESTS INC,"8100 ST CHARLES AVE
NEW ORLEANS, LA 70118-1046
(29.943206248000024, -90.13455575199998)"
LE FORET,129 CAMP ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LE FORET LLC,"129 CAMP ST
NEW ORLEANS, LA 70130
(29.95181264100006, -90.06862909999995)"
LE MERIDIEN NEW ORLEANS,333 POYDRAS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WESTERN HOST, INC","333 POYDRAS ST
NEW ORLEANS, LA 70130
(29.948717612000053, -90.06623465799998)"
LE PAVILLON HOTEL,833 POYDRAS ST,NEW ORLEANS,LA,70112-1015,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BROTHERS PROPERTY CORPOR,"833 POYDRAS ST
NEW ORLEANS, LA 70112-1015
(29.950207512000077, -90.07293402499994)"
LE RICHELIEU CORP,1234 CHARTRES ST,NEW ORLEANS,LA,70116-2507,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LE RICHELIEU CORP       FRANK ROCHEFORT,"1234 CHARTRES ST
NEW ORLEANS, LA 70116-2507
(29.96189049800006, -90.05978879399999)"
LEES LOUNGE,2021 FOUCHER ST,NEW ORLEANS,LA,70115-5345,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"LEE, CARY","2021 FOUCHER ST
NEW ORLEANS, LA 70115-5345
(29.93181133300004, -90.09530211899994)"
LEGACY KITCHEN,700-B TCHOUPITOULAS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LEGACY NOLA #1, LLC","700-B TCHOUPITOULAS ST
NEW ORLEANS, LA 70130
(29.94632437200005, -90.06736203399998)"
LENI'S CAFE,741 BARONNE ST,NEW ORLEANS,LA,70113-1005,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PATSELIKOS PANAGIOTIS,"741 BARONNE ST
NEW ORLEANS, LA 70113-1005
(29.94732665600003, -90.07393070899997)"
LEO'S CABOOSE RESTAURANT,1520 DELACHAISE ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BRUCE & VICTORIA, INC","1520 DELACHAISE ST
NEW ORLEANS, LA 70115
(29.926772330000063, -90.09210205199997)"
LILETTE,3637 MAGAZINE ST,NEW ORLEANS,LA,70115-2553,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HARRIS CUISINE LLC,"3637 MAGAZINE ST
NEW ORLEANS, LA 70115-2553
(29.92181759300007, -90.09274751099997)"
LILLIE'S PACKAGE LIQUOR,2439 ST ANN ST,NEW ORLEANS,LA,70119,"1110 - BEER, WINE & LIQUOR STORES","FARVE, LILLIE M","2439 ST ANN ST
NEW ORLEANS, LA 70119
(29.969258987000046, -90.07926165399994)"
LIPSTIXX FAIS DEAUX DEAUX,420 BOURBON ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),PLATINUM BOURBON INC,"420 BOURBON ST
NEW ORLEANS, LA 70130
(29.956670661000032, -90.06734891499997)"
LITTLE TOKYO RESTAURANT,7537 MAPLE ST,NEW ORLEANS,LA,70118,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"4 RISING HORSEMEN, LLC","7537 MAPLE ST
NEW ORLEANS, LA 70118
(29.941143664000037, -90.12858232299999)"
LITTLE TROPICAL ISLE,435 BOURBON ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),P & E LLC,"435 BOURBON ST
NEW ORLEANS, LA 70130
(29.956899965000048, -90.06723253399997)"
LOEWS NEW ORLEANS HOTEL CORP,300 POYDRAS ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),LOEWS NEW ORLEANS HOTEL CORP,"300 POYDRAS ST
NEW ORLEANS, LA 70130
(29.94849406900005, -90.06617704399997)"
LOLA'S RESTAURANT,3312 ESPLANADE AVE,NEW ORLEANS,LA,70119-3132,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ANDALUZ INC,"3312 ESPLANADE AVE
NEW ORLEANS, LA 70119-3132
(29.980836315000033, -90.08528648599997)"
LOST LOVE LOUNGE,2529 DAUPHINE ST,NEW ORLEANS,LA,70117,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"SOLID JACKSON PRODUCTIONS, LLC","2529 DAUPHINE ST
NEW ORLEANS, LA 70117
(29.96592809300006, -90.05118240099995)"
LOTS OF LUCK,203 HOMEDALE AVE,NEW ORLEANS,LA,70124-1815,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"P & G TAVERN, INC.","203 HOMEDALE AVE
NEW ORLEANS, LA 70124-1815
(29.99225773300003, -90.11442769299998)"
LOUISA MINI MART,3423 LOUISA ST,NEW ORLEANS,LA,70126,1101 - CONVENIENCE STORES,SHAED LLC,"3423 LOUISA ST
NEW ORLEANS, LA 70126
(29.992531976000066, -90.03476008099994)"
LOUISIANA BISTRO,337 DAUPHINE ST,NEW ORLEANS,LA,70112-3129,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),B & V INC,"337 DAUPHINE ST
NEW ORLEANS, LA 70112-3129
(29.956780128000048, -90.06878235299996)"
LOUISIANA CLUB,707 UNION ST,NEW ORLEANS,LA,70130-3107,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LA DEBATING & LITERARY A,"707 UNION ST
NEW ORLEANS, LA 70130-3107
(29.951186952000057, -90.07053266999998)"
LOUISIANA MEAT MARKET,2136 LOUISIANA AVE,NEW ORLEANS,LA,70115,1101 - CONVENIENCE STORES,LOUISIANA MEAT LLC,"2136 LOUISIANA AVE
NEW ORLEANS, LA 70115
(29.933606588000032, -90.09412794399998)"
LOUISIANA PIZZA KITCHEN,95 FRENCH MARKET PL,NEW ORLEANS,LA,70116-2630,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FRENCH MARKET PIZZA INC,"95 FRENCH MARKET PL
NEW ORLEANS, LA 70116-2630
(29.96107487100005, -90.05813047599997)"
LOUISIANA PRIDE SEAFOOD,4418 DOWNMAN RD,NEW ORLEANS,LA,70126,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SOUL'S SEAFOOD LLC,"4418 DOWNMAN RD
NEW ORLEANS, LA 70126
(30.014716858000043, -90.02138208899999)"
LOUISIANA SUPER SAVER,1641 LOUISIANA AVE,NEW ORLEANS,LA,70115,1106 - GROCERY (EXC CONVENIENCE) STORES,"AMERA,INC","1641 LOUISIANA AVE
NEW ORLEANS, LA 70115
(29.92903433400005, -90.09171276199999)"
LUCKY INN,2625 IBERVILLE ST,New Orleans,LA,70119,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"LUCKY SOUTHEAST LAND, INC","2625 IBERVILLE ST
New Orleans, LA 70119
(29.965884307000067, -90.08557455599998)"
LUCKY PIERRE'S,735 BOURBON ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),BOURBON 735 LLC,"735 BOURBON ST
NEW ORLEANS, LA 70130
(29.959168228000067, -90.06519775499999)"
LUCKY ROOSTER,515 BARONNE ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LUCKY ROOSTER LLC,"515 BARONNE ST
NEW ORLEANS, LA 70130
(29.949814237000055, -90.07315914099996)"
LUCKY'S LOUNGE,1625 ST CHARLES AVE,NEW ORLEANS,LA,70130-4435,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),LUCKY'S BAR AND GRILL L,"1625 ST CHARLES AVE
NEW ORLEANS, LA 70130-4435
(29.93796912700003, -90.07647383499994)"
LUCKY'S LOUNGE,8301 CHEF MENTEUR HWY,NEW ORLEANS,LA,70126-5346,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"LUCKY JR, PAUL","8301 CHEF MENTEUR HWY
NEW ORLEANS, LA 70126-5346
(30.01401742200005, -89.98996512499997)"
LUCY'S RETIRED SURFERS BAR & RESTAURANT,701 TCHOUPITOULAS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TWTB,INC","701 TCHOUPITOULAS ST
NEW ORLEANS, LA 70130
(29.94641189600003, -90.06742266099997)"
LUCY'S SUPERMARKET,3443 PARIS AVE,NEW ORLEANS,LA,70122,1106 - GROCERY (EXC CONVENIENCE) STORES,TIEN VIET VU,"3443 PARIS AVE
NEW ORLEANS, LA 70122
(29.992843092000044, -90.07310917199999)"
LUKE,333 ST CHARLES AVE,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LUKE RESTAURANT LLC,"333 ST CHARLES AVE
NEW ORLEANS, LA 70130
(29.95074908500004, -90.07028031999994)"
LY'S SUPERMARKET,14401 PELTIER DR,NEW ORLEANS,LA,70129-1712,1101 - CONVENIENCE STORES,THU HUONG INC,"14401 PELTIER DR
NEW ORLEANS, LA 70129-1712
(30.038846791000026, -89.91225754399994)"
LYVE NITE CLUB,3940 TULANE AVE,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"MALLET ENTERPRISES, INC","3940 TULANE AVE
NEW ORLEANS, LA 70119
(29.96797454600005, -90.10425189199998)"
M LANGENSTEIN & SONS INC,1330 ARABELLA ST,NEW ORLEANS,LA,70115-4205,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),M LANGENSTEIN & SONS INC,"1330 ARABELLA ST
NEW ORLEANS, LA 70115-4205
(29.926738989000057, -90.11657093699995)"
MAGAZINE PIZZA,1068 MAGAZINE ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),G & G PARTNERS LLC,"1068 MAGAZINE ST
NEW ORLEANS, LA 70130
(29.941673122000054, -90.07026942499994)"
MAGNOLIA DISCOUNT,1601 ELYSIAN FIELDS AVE,NEW ORLEANS,LA,70117,1101 - CONVENIENCE STORES,RICKS ELYSIAN FIELDS LLC,"1601 ELYSIAN FIELDS AVE
NEW ORLEANS, LA 70117
(29.973733650000042, -90.05702907899996)"
MAGNOLIA DISCOUNT,3054 GENERAL DE GAULLE DR,NEW ORLEANS,LA,70114,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,RICKS GENERAL DEGAULLE LLC,"3054 GENERAL DE GAULLE DR
NEW ORLEANS, LA 70114
(29.92677732800007, -90.02474870099996)"
MAGNOLIA GRILL,1120 DECATUR ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RICK'S DECATUR VENTURE, LLC","1120 DECATUR ST
NEW ORLEANS, LA 70116
(29.960310719000063, -90.05954796699996)"
MAGNOLIA SUPERMARKET,2201 MAGNOLIA ST,NEW ORLEANS,LA,70113-2921,1101 - CONVENIENCE STORES,"JAOUMARI, INC","2201 MAGNOLIA ST
NEW ORLEANS, LA 70113-2921
(29.942714224000042, -90.08820636799999)"
MAGNOLIA SUPERMARKET # 3,4131 ST CLAUDE AVE,NEW ORLEANS,LA,70117-5336,1101 - CONVENIENCE STORES,"ALLADDIN ENTERPRISES, INC.","4131 ST CLAUDE AVE
NEW ORLEANS, LA 70117-5336
(29.96539804400004, -90.03366426099996)"
MAGS 940,940 ELYSIAN FIELDS AVE,NEW ORLEANS,LA,70117,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"MAGGIE'S 940, LLC","940 ELYSIAN FIELDS AVE
NEW ORLEANS, LA 70117
(29.967378816000064, -90.05690232799998)"
MAHOGANY JAZZ HALL,125 CHARTRES ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),THE HAREM INC,"125 CHARTRES ST
NEW ORLEANS, LA 70130
(29.953210359000025, -90.06766233599996)"
MAHONY'S PO-BOY SHOP,3454 MAGAZINE ST,NEW ORLEANS,LA,70115-2447,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WINNIE'S ARTSY CAFE' LLC,"3454 MAGAZINE ST
NEW ORLEANS, LA 70115-2447
(29.922444434000056, -90.09039339899994)"
MAIS AREPAS,1200 CARONDELET ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MANTILLA CREATIONS LLC,"1200 CARONDELET ST
NEW ORLEANS, LA 70130
(29.941912236000064, -90.07513718799999)"
MAISON BOURBON JAZZ CLUB,641 BOURBON ST,NEW ORLEANS,LA,70130-2107,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),MAISON BOURBON JAZZ CLUBLLC,"641 BOURBON ST
NEW ORLEANS, LA 70130-2107
(29.95855003300005, -90.06577259299996)"
MAISON DE LA MUSIQUE,508 FRENCHMEN ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SHORELEAVE LLC,"508 FRENCHMEN ST
NEW ORLEANS, LA 70116
(29.962807714000064, -90.05773197099995)"
MAISON DUPUY HOTEL,1001 TOULOUSE ST,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),FH MDH LLC,"1001 TOULOUSE ST
NEW ORLEANS, LA 70116
(29.95910099100007, -90.06823941699997)"
MAISON ORLEANS,904 IBERVILLE ST,NEW ORLEANS,LA,70112,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),THE RITZ -CARLTON HOTEL CO LLC,"904 IBERVILLE ST
NEW ORLEANS, LA 70112
(29.95536669300003, -90.07016976799997)"
MANDINA'S,3800 CANAL ST,NEW ORLEANS,LA,70119-6037,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MANDINA'S, INC","3800 CANAL ST
NEW ORLEANS, LA 70119-6037
(29.97253642900006, -90.09787631699999)"
MANGOMANGO - AB               MANGO DAIQUIRI,400 BOURBON ST,NEW ORLEANS,LA,70130-2231,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"BOURBON SALOON, INC","400 BOURBON ST
NEW ORLEANS, LA 70130-2231
(29.95638028600007, -90.06760817799994)"
MANGOMANGO - BE,201 BOURBON ST,NEW ORLEANS,LA,70130-2204,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BOURBON SALOON INC,"201 BOURBON ST
NEW ORLEANS, LA 70130-2204
(29.954779767000048, -90.06911305799997)"
Manning's Restaurant,519 Fulton ST,NEW ORLEANS,LA,70130,2065 - CATERERS,JCC Fulton Development LLC.,"519 Fulton ST
NEW ORLEANS, LA 70130
(29.94794096100003, -90.06541013499998)"
Mannings Restaurant,519 Fulton ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JCC Fulton Deveplopment LLC.,"519 Fulton ST
NEW ORLEANS, LA 70130
(29.94794096100003, -90.06541013499998)"
MAPLE CAFE,124 LAKE MARINA AVE,NEW ORLEANS,LA,70124,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DINA LLC OF LOUISIANA,"124 LAKE MARINA AVE
NEW ORLEANS, LA 70124
(30.021653594000043, -90.11512251899995)"
MAPLE ST CAFE,7623 MAPLE ST,NEW ORLEANS,LA,70118-5047,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RAWAN INC,"7623 MAPLE ST
NEW ORLEANS, LA 70118-5047
(29.94160227200007, -90.12913196099998)"
MARCELLO'S,715 ST CHARLES AVE,NEW ORLEANS,LA,70115,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),GENE'S THEATRE LLC,"715 ST CHARLES AVE
NEW ORLEANS, LA 70115
(29.947090613000057, -90.07136318699997)"
MARDI GRAS LOUNGE,1901 ELYSIAN FIELDS AVE,NEW ORLEANS,LA,70117,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),E & D OF NEW ORLEANS,"1901 ELYSIAN FIELDS AVE
NEW ORLEANS, LA 70117
(29.976773370000046, -90.05728949499996)"
MARDI GRAS TRUCK STOP,2411 ELYSIAN FIELDS AVE,NEW ORLEANS,LA,70117-7935,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,MALONEY CINQUE LTD,"2411 ELYSIAN FIELDS AVE
NEW ORLEANS, LA 70117-7935
(29.98266268200007, -90.05773888499994)"
MARDI GRAS WORLD,1380 PORT OF NEW ORLEANS PL,NEW ORLEANS,LA,70130,3364 - RECEPTION HALL,"MARDI GRAS WORLD, LLC","1380 PORT OF NEW ORLEANS PL
NEW ORLEANS, LA 70130
(29.934836011000073, -90.06184927999999)"
MARGIE'S LOUNGE,3138 BROADWAY ST,NEW ORLEANS,LA,70125,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),JEROME THOMAS,"3138 BROADWAY ST
NEW ORLEANS, LA 70125
(29.957963945000074, -90.11069447699998)"
MARIE'S BAR,2483 BURGUNDY ST,NEW ORLEANS,LA,70117,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),MARIE'S BAR LLC,"2483 BURGUNDY ST
NEW ORLEANS, LA 70117
(29.966857985000047, -90.05209270399996)"
MARIGNY BRASSERIE,640 FRENCHMEN ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SOUTHEAST RESTAURANT GROUP-MARIGNY,LLC","640 FRENCHMEN ST
NEW ORLEANS, LA 70116
(29.964399015000026, -90.05785180799995)"
MARIZA,2900 CHARTRES ST,NEW ORLEANS,LA,70117,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GOOD TYME CUISINE LLC,"2900 CHARTRES ST
NEW ORLEANS, LA 70117
(29.96295405400008, -90.04783617499999)"
MARKET CAFE,1000 DECATUR ST,NEW ORLEANS,LA,70116-3310,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BON JOUR CAFE INC,"1000 DECATUR ST
NEW ORLEANS, LA 70116-3310
(29.959211443000072, -90.06054814799995)"
MARKEY'S BAR,640 LOUISA ST,NEW ORLEANS,LA,70117,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"ROY MARKEY,INC","640 LOUISA ST
NEW ORLEANS, LA 70117
(29.963009363000026, -90.04376055399996)"
MARLENE'S PLACE,3715 TCHOUPITOULAS ST,NEW ORLEANS,LA,70115-1339,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),MG & MD INC,"3715 TCHOUPITOULAS ST
NEW ORLEANS, LA 70115-1339
(29.917867571000045, -90.09262306399995)"
MARTI'S,1041 DUMAINE ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FRENCH QUARTER FOOD CO, LLC","1041 DUMAINE ST
NEW ORLEANS, LA 70116
(29.96188473600006, -90.06654462199998)"
MARTIN WINE CELLAR,3827 BARONNE ST,NEW ORLEANS,LA,70115,1101 - CONVENIENCE STORES,"DAVID Y. MARTIN JR., LLC","3827 BARONNE ST
NEW ORLEANS, LA 70115
(29.92898824300005, -90.09682543599996)"
MARTIN WINE CELLAR,3827 BARONNE ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DAVID Y. MARTIN,JR.,LLC","3827 BARONNE ST
NEW ORLEANS, LA 70115
(29.92898824300005, -90.09682543599996)"
MARTINS WINE CELLAR OR  WINES UNLIMITED,4221 BIENVILLE ST,NEW ORLEANS,LA,70119,0144 - WINE/DISTILLED ALCOHOLIC BEV WHLSRS,DAVID Y MARTIN JR INC,"4221 BIENVILLE ST
NEW ORLEANS, LA 70119
(29.97792449900004, -90.10155440099999)"
MATASSA'S MARKET,1001 DAUPHINE ST,NEW ORLEANS,LA,70116-2415,1101 - CONVENIENCE STORES,TEN-O-ONE CORPORATION,"1001 DAUPHINE ST
NEW ORLEANS, LA 70116-2415
(29.961790249000046, -90.06430228199997)"
MATT'S GROCERY & DELI,4655 MICHOUD BLVD,NEW ORLEANS,LA,70129-1817,1106 - GROCERY (EXC CONVENIENCE) STORES,JULIE & JONATHAN CORPORATION,"4655 MICHOUD BLVD
NEW ORLEANS, LA 70129-1817
(30.032453932000067, -89.92823277899998)"
Maurepas Foods,3200 BURGUNDY ST,NEW ORLEANS,LA,70117,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),Maurepas Foods LLC.,"3200 BURGUNDY ST
NEW ORLEANS, LA 70117
(29.964923303000035, -90.04292630199996)"
MAY BAILYS,415 DAUPHINE ST,NEW ORLEANS,LA,70112,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"415 RUE DAUPHINE, LLC","415 DAUPHINE ST
NEW ORLEANS, LA 70112
(29.957090092000044, -90.06849197799994)"
MAYAS,2027 MAGAZINE ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MAYAS RESTAURANT GROUP,  LLC","2027 MAGAZINE ST
NEW ORLEANS, LA 70130
(29.93062448300003, -90.07523743599995)"
MAYFAIR LOUNGE,1505 AMELIA ST,NEW ORLEANS,LA,70115,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"MAYFAIR LOUNGE, LLC","1505 AMELIA ST
NEW ORLEANS, LA 70115
(29.925979635000033, -90.09442062399995)"
MCKENZIE FOOD STORE,8638 BELFAST ST,NEW ORLEANS,LA,70118-2265,1106 - GROCERY (EXC CONVENIENCE) STORES,"MCKENZIE FOOD STORE,INC","8638 BELFAST ST
NEW ORLEANS, LA 70118-2265
(29.962108279000063, -90.12305828399997)"
MEGA FOOD STORE,1834 2ND ST,NEW ORLEANS,LA,70113-1634,1101 - CONVENIENCE STORES,VU DUY INC,"1834 2ND ST
NEW ORLEANS, LA 70113-1634
(29.93475310900004, -90.08535447099996)"
"MEL'S FOOD STORE, LLC",4038 GENERAL OGDEN ST,NEW ORLEANS,LA,70118,1101 - CONVENIENCE STORES,"MEL'S FODD STORE, LLC","4038 GENERAL OGDEN ST
NEW ORLEANS, LA 70118
(29.973382204000075, -90.11437123099995)"
MELBA'S,3200 St Claude Ave,NEW ORLEANS,LA,70117,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),Bywater Foods LLC.,"3200 St Claude Ave
NEW ORLEANS, LA 70117
(29.967143751000037, -90.04229715599996)"
MELLOW MUSHROOM OAK ST,8227 OAK ST,NEW ORLEANS,LA,70118,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FUNGUS AMUNGUS LLC,"8227 OAK ST
NEW ORLEANS, LA 70118
(29.948563206000074, -90.13122219999997)"
MELVIN'S,2112 ST CLAUDE AVE,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),MJH PROPERTIES LLC,"2112 ST CLAUDE AVE
NEW ORLEANS, LA 70116
(29.968482702000074, -90.05773773199996)"
MENA'S PALACE,200 CHARTRES ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CHARTRES & IBERVILLE, LLC","200 CHARTRES ST
NEW ORLEANS, LA 70130
(29.953551434000076, -90.06727862599996)"
MERCEDES'S PLACE,5200 BURGUNDY ST,NEW ORLEANS,LA,70117-3722,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"GIBSON, MERCEDEE","5200 BURGUNDY ST
NEW ORLEANS, LA 70117-3722
(29.959993842000074, -90.02113665299999)"
"MESSINA LAKEFRONT AIRPORT,LLC",6001 STARS AND STRIPES BLVD,NEW ORLEANS,LA,70126,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MESSINA II GEORGE,"6001 STARS AND STRIPES BLVD
NEW ORLEANS, LA 70126
(30.034501543000033, -90.02459462999997)"
MICHAEL'S CATERING,937 LEONIDAS ST,NEW ORLEANS,LA,70118-1120,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MAT & NADDIE'S INC,"937 LEONIDAS ST
NEW ORLEANS, LA 70118-1120
(29.949269555000058, -90.13552021199996)"
